group;LG1
Mrk_12315;0.000
Mrk_12317;0.870
Mrk_12302;1.739
Mrk_6085;1.739
Mrk_12304;1.739
Mrk_17053;1.739
Mrk_6087;1.739
Mrk_6068;2.032
Mrk_17044;2.174
Mrk_15114;2.325
Mrk_12303;2.325
Mrk_13914;2.614
Mrk_13912;2.912
Mrk_16965;4.009
Mrk_6072;4.744
Mrk_14789;5.146
Mrk_6079;5.648
Mrk_16978;6.556
Mrk_15149;6.556
Mrk_6054;7.868
Mrk_12301;7.868
Mrk_12297;7.868
Mrk_13907;9.180
Mrk_6045;9.180
Mrk_14940;9.615
Mrk_6021;10.493
Mrk_16934;10.493
Mrk_16796;10.493
Mrk_16783;12.279
Mrk_6014;12.279
Mrk_16767;13.248
Mrk_6007;14.218
Mrk_16763;15.518
Mrk_6005;16.174
Mrk_16750;16.307
Mrk_5995;17.095
Mrk_15226;18.129
Mrk_6002;18.129
Mrk_16703;19.099
Mrk_16593;21.182
Mrk_5934;21.971
Mrk_12287;24.378
Mrk_15006;25.167
Mrk_5917;25.622
Mrk_16455;25.952
Mrk_5927;25.952
Mrk_14826;30.902
Mrk_12274;30.902
Mrk_12273;30.902
Mrk_5867;34.989
Mrk_16081;35.778
Mrk_16080;35.778
Mrk_5859;35.778
Mrk_5860;35.778
Mrk_5824;36.434
Mrk_5839;36.655
Mrk_12257;37.090
Mrk_15162;37.090
Mrk_5841;37.855
Mrk_5835;37.855
Mrk_5812;39.399
Mrk_16051;39.399
Mrk_5820;40.164
Mrk_15828;40.164
Mrk_5818;40.164
Mrk_5781;41.262
Mrk_15895;41.492
Mrk_5799;41.613
Mrk_5780;41.925
Mrk_15851;42.360
Mrk_15035;42.360
Mrk_15850;42.360
Mrk_15852;42.795
Mrk_15839;43.230
Mrk_15837;43.230
Mrk_5776;43.230
Mrk_5774;43.447
Mrk_15912;43.447
Mrk_15832;43.665
Mrk_15831;44.321
Mrk_12244;44.542
Mrk_12234;44.977
Mrk_15795;44.977
Mrk_14512;44.977
Mrk_12998;45.685
Mrk_12542;45.685
Mrk_5752;45.685
Mrk_15736;45.685
Mrk_12543;45.685
Mrk_12240;46.103
Mrk_14958;47.114
Mrk_12238;47.228
Mrk_5712;48.543
Mrk_15604;48.543
Mrk_15560;52.215
Mrk_7195;52.923
Mrk_12175;54.298
Mrk_5678;55.087
Mrk_5683;55.424
Mrk_15516;55.795
Mrk_5682;55.795
Mrk_12178;56.521
Mrk_15525;56.547
Mrk_15423;59.590
Mrk_15447;59.590
Mrk_15048;60.784
Mrk_5643;62.678
Mrk_17960;62.865
Mrk_5634;64.195
Mrk_5656;64.946
Mrk_5658;64.946
Mrk_14212;65.279
Mrk_1189;66.257
Mrk_14698;66.257
Mrk_12202;66.257
Mrk_5551;66.474
Mrk_14531;66.692
Mrk_13160;66.692
Mrk_9009;66.692
Mrk_12200;67.127
Mrk_5555;67.127
Mrk_16716;67.561
Mrk_10240;67.996
Mrk_4307;67.996
Mrk_5522;67.996
Mrk_5524;67.996
Mrk_5556;67.996
Mrk_2833;67.996
Mrk_5559;67.996
Mrk_5425;68.866
Mrk_5577;68.866
Mrk_2831;69.735
group;LG2
Mrk_14896;0.000
Mrk_15445;0.000
Mrk_6123;0.000
Mrk_15422;0.000
Mrk_12324;0.000
Mrk_6104;0.435
Mrk_15484;0.435
Mrk_6106;0.435
Mrk_15490;0.435
Mrk_6222;0.870
Mrk_6224;0.870
Mrk_6116;0.870
Mrk_6113;0.870
Mrk_15928;1.365
Mrk_6130;1.860
Mrk_16336;4.428
Mrk_12327;4.428
Mrk_16297;4.428
Mrk_6134;4.428
Mrk_14974;5.303
Mrk_6142;7.068
Mrk_6145;7.068
Mrk_6137;7.068
Mrk_16594;7.267
Mrk_6146;7.501
Mrk_13931;7.935
Mrk_12331;7.935
Mrk_16641;8.591
Mrk_12336;8.813
Mrk_16880;8.813
Mrk_16843;8.813
Mrk_13942;9.247
Mrk_16966;9.247
Mrk_16956;9.247
Mrk_17307;10.560
Mrk_12341;10.560
Mrk_6158;10.560
Mrk_6159;10.560
Mrk_12339;10.560
Mrk_17277;10.560
Mrk_17335;12.188
Mrk_6171;13.437
Mrk_12344;16.315
Mrk_17404;16.315
Mrk_6185;17.257
Mrk_17480;17.257
Mrk_6190;17.257
Mrk_17448;17.257
Mrk_6194;18.356
Mrk_6195;18.356
Mrk_14518;19.454
Mrk_14514;19.454
Mrk_14517;19.454
Mrk_14521;19.454
Mrk_17548;19.889
Mrk_6213;20.759
Mrk_14744;20.759
Mrk_6209;20.759
Mrk_6208;20.759
Mrk_6216;22.557
Mrk_17633;23.447
Mrk_17630;23.447
Mrk_6247;26.091
Mrk_11875;26.091
Mrk_17893;26.940
Mrk_15266;26.940
Mrk_14002;30.429
Mrk_15331;31.278
Mrk_15335;31.278
Mrk_6331;32.086
Mrk_6334;32.086
Mrk_6296;32.128
Mrk_6294;32.128
Mrk_15356;32.128
Mrk_6292;32.128
Mrk_6335;32.977
Mrk_6337;32.977
Mrk_6340;32.977
Mrk_6342;32.977
Mrk_6336;32.977
Mrk_15616;33.846
Mrk_6343;33.846
Mrk_15603;33.846
Mrk_15614;33.846
Mrk_15597;33.846
Mrk_15618;34.281
Mrk_15620;34.281
Mrk_15660;34.716
Mrk_6368;34.716
Mrk_15774;34.933
Mrk_15205;35.151
Mrk_12374;35.151
Mrk_6387;35.586
Mrk_11717;35.586
Mrk_6389;35.586
Mrk_15664;35.586
Mrk_6391;36.455
Mrk_6395;36.455
Mrk_15793;36.455
Mrk_6397;36.455
Mrk_6392;36.455
Mrk_6400;36.950
Mrk_6406;40.055
Mrk_6409;40.055
Mrk_15842;40.490
Mrk_15844;40.490
Mrk_15841;40.490
Mrk_2942;42.252
Mrk_13996;42.252
Mrk_5737;42.252
Mrk_6423;43.122
Mrk_15914;43.122
Mrk_6424;43.122
Mrk_6432;44.586
Mrk_15961;45.311
Mrk_6476;45.311
Mrk_6443;45.311
Mrk_14873;45.311
Mrk_15956;45.311
Mrk_6489;47.532
Mrk_6495;47.532
Mrk_6528;47.532
Mrk_6483;47.532
Mrk_16184;47.532
Mrk_16182;47.967
Mrk_6520;47.967
Mrk_6499;48.402
Mrk_6497;48.402
Mrk_6500;48.402
Mrk_1984;49.730
Mrk_6542;50.502
Mrk_16273;51.738
Mrk_12414;54.503
Mrk_16484;54.503
Mrk_12399;54.503
Mrk_16468;54.503
Mrk_6548;54.778
Mrk_16968;55.689
Mrk_6560;56.770
Mrk_16329;56.770
Mrk_6575;56.770
Mrk_6656;56.860
Mrk_14920;58.418
Mrk_16479;58.778
Mrk_16473;58.778
Mrk_16804;59.190
Mrk_16802;59.190
Mrk_16675;59.774
Mrk_16683;59.774
Mrk_12420;59.962
Mrk_18000;59.962
Mrk_14815;60.734
Mrk_6682;60.734
Mrk_16901;60.734
Mrk_16952;62.878
Mrk_8811;63.864
Mrk_6692;63.864
Mrk_6691;63.864
Mrk_16960;64.299
Mrk_16963;64.299
Mrk_16964;64.299
Mrk_16961;64.299
Mrk_6713;65.339
Mrk_6711;67.369
Mrk_14030;68.117
Mrk_12444;68.117
Mrk_17040;68.864
Mrk_6724;69.611
Mrk_6726;69.611
Mrk_6733;72.267
Mrk_6737;72.267
Mrk_17098;72.267
Mrk_6736;72.267
Mrk_17104;73.134
Mrk_17105;73.139
Mrk_17119;74.011
Mrk_17108;74.011
Mrk_6747;74.883
Mrk_6752;74.883
Mrk_13590;74.883
Mrk_14035;75.318
Mrk_17182;75.318
Mrk_17228;78.825
Mrk_6767;78.825
Mrk_6794;79.711
Mrk_17232;79.974
Mrk_15163;81.122
Mrk_17272;81.122
Mrk_6801;81.122
Mrk_6802;81.122
Mrk_6789;81.992
group;LG3
Mrk_17694;0.000
Mrk_8908;0.000
Mrk_17687;0.000
Mrk_8907;0.000
Mrk_17956;0.217
Mrk_8913;0.217
Mrk_7120;0.435
Mrk_15243;0.435
Mrk_15308;0.652
Mrk_2457;0.870
Mrk_15317;0.870
Mrk_2455;1.304
Mrk_2454;1.304
Mrk_15946;2.071
Mrk_15823;2.071
Mrk_6852;2.838
Mrk_13457;3.605
Mrk_12459;4.371
Mrk_12458;4.371
Mrk_17203;4.371
Mrk_730;4.371
Mrk_12457;4.371
Mrk_6864;7.060
Mrk_6893;7.060
Mrk_17226;7.060
Mrk_14693;7.060
Mrk_6870;7.060
Mrk_6866;7.060
Mrk_14738;8.005
Mrk_17449;8.949
Mrk_6889;8.949
Mrk_17425;8.949
Mrk_11841;9.520
Mrk_6903;12.830
Mrk_6908;12.830
Mrk_6911;12.830
Mrk_6906;12.830
Mrk_17647;14.142
Mrk_17642;14.142
Mrk_13924;14.577
Mrk_6914;14.577
Mrk_17720;14.577
Mrk_13926;14.577
Mrk_6943;15.889
Mrk_6932;15.889
Mrk_6941;15.889
Mrk_6947;15.889
Mrk_13511;16.328
Mrk_6952;16.766
Mrk_6957;16.766
Mrk_6954;16.766
Mrk_6956;16.766
Mrk_17837;17.636
Mrk_6967;17.636
Mrk_12469;17.636
Mrk_17836;17.636
Mrk_6959;17.636
Mrk_12470;17.636
Mrk_17908;19.841
Mrk_17912;19.841
Mrk_17945;19.841
Mrk_12475;20.276
Mrk_12473;20.276
Mrk_6981;23.303
Mrk_14542;23.303
Mrk_17965;23.303
Mrk_14042;23.303
Mrk_12484;23.802
Mrk_6984;24.290
Mrk_6986;24.290
Mrk_6989;24.290
Mrk_15256;24.725
Mrk_15272;25.602
Mrk_14861;25.602
Mrk_6987;25.820
Mrk_11888;26.037
Mrk_14715;26.037
Mrk_15131;27.349
Mrk_15336;27.349
Mrk_7013;28.661
Mrk_7016;28.661
Mrk_7012;28.879
Mrk_7018;29.096
Mrk_7024;29.096
Mrk_3206;30.859
Mrk_3205;30.859
Mrk_15595;30.859
Mrk_15100;30.859
Mrk_10050;32.621
Mrk_10048;32.621
Mrk_7083;32.621
Mrk_12708;32.621
Mrk_15669;32.621
Mrk_7087;34.384
Mrk_15781;34.384
Mrk_15761;34.384
Mrk_15878;35.253
Mrk_6595;35.688
